Time,Date,TotalVertices,TotalEdges,Density
1495364400000,21/05/2017 11:00:00,785,404,0.0006564409122802317142486572265625
1495368000000,21/05/2017 12:00:00,968,514,0.000549112446606159210205078125
1495371600000,21/05/2017 13:00:00,1192,798,0.0005621016607619822025299072265625
1495375200000,21/05/2017 14:00:00,1328,874,0.0004959551733918488025665283203125
1495378800000,21/05/2017 15:00:00,1211,690,0.00047089011059142649173736572265625
1495382400000,21/05/2017 16:00:00,1340,1004,0.0005595621769316494464874267578125
1495386000000,21/05/2017 17:00:00,1277,896,0.000549878110177814960479736328125
1495389600000,21/05/2017 18:00:00,1268,1000,0.0006224495009519159793853759765625
1495393200000,21/05/2017 19:00:00,1449,1100,0.0005242708721198141574859619140625
1495396800000,21/05/2017 20:00:00,1179,846,0.0006091318209655582904815673828125
1495400400000,21/05/2017 21:00:00,1242,820,0.0005320108612067997455596923828125
1495404000000,21/05/2017 22:00:00,1515,1000,0.0004359749145805835723876953125
1495407600000,21/05/2017 23:00:00,1323,884,0.00050542992539703845977783203125
1495411200000,22/05/2017 00:00:00,1209,798,0.000546398689039051532745361328125
1495414800000,22/05/2017 01:00:00,1243,972,0.0006296127685345709323883056640625
1495418400000,22/05/2017 02:00:00,1175,956,0.000693029840476810932159423828125
1495422000000,22/05/2017 03:00:00,759,556,0.0009664153330959379673004150390625
1495425600000,22/05/2017 04:00:00,483,302,0.001297217444516718387603759765625
1495429200000,22/05/2017 05:00:00,412,232,0.001370089477859437465667724609375
1495432800000,22/05/2017 06:00:00,378,186,0.001305208192206919193267822265625
1495436400000,22/05/2017 07:00:00,429,190,0.001034790766425430774688720703125
1495440000000,22/05/2017 08:00:00,513,204,0.0007766812923364341259002685546875
1495443600000,22/05/2017 09:00:00,695,396,0.00082101463340222835540771484375
1495447200000,22/05/2017 10:00:00,952,500,0.000552271376363933086395263671875
1495450800000,22/05/2017 11:00:00,1152,664,0.000500772264786064624786376953125
1495454400000,22/05/2017 12:00:00,1268,790,0.0004917351179756224155426025390625
1495458000000,22/05/2017 13:00:00,1186,726,0.0005165752372704446315765380859375
1495461600000,22/05/2017 14:00:00,1213,720,0.0004897439503110945224761962890625
1495465200000,22/05/2017 15:00:00,1366,770,0.0004129594308324158191680908203125
1495468800000,22/05/2017 16:00:00,1399,998,0.0005102765862829983234405517578125
1495472400000,22/05/2017 17:00:00,1674,1038,0.000370634603314101696014404296875
1495476000000,22/05/2017 18:00:00,1435,858,0.00041695215622894465923309326171875
1495479600000,22/05/2017 19:00:00,1418,886,0.00044094826444052159786224365234375
1495483200000,22/05/2017 20:00:00,1480,1034,0.00047237906255759298801422119140625
1495486800000,22/05/2017 21:00:00,1619,1070,0.0004084683605469763278961181640625
1495490400000,22/05/2017 22:00:00,1843,1184,0.000348768080584704875946044921875
1495494000000,22/05/2017 23:00:00,1869,1308,0.0003746463917195796966552734375
1495497600000,23/05/2017 00:00:00,1875,1402,0.0003990039112977683544158935546875
1495501200000,23/05/2017 01:00:00,1308,880,0.000514753512106835842132568359375
1495504800000,23/05/2017 02:00:00,1041,710,0.0006558043533004820346832275390625
1495508400000,23/05/2017 03:00:00,777,602,0.0009984211064875125885009765625
1495512000000,23/05/2017 04:00:00,671,528,0.001174455625005066394805908203125
1495515600000,23/05/2017 05:00:00,518,400,0.001493618474341928958892822265625
1495519200000,23/05/2017 06:00:00,549,394,0.001309614046476781368255615234375
1495522800000,23/05/2017 07:00:00,528,324,0.0011643953621387481689453125
1495526400000,23/05/2017 08:00:00,734,436,0.000810375786386430263519287109375
1495530000000,23/05/2017 09:00:00,979,564,0.0005890573374927043914794921875
1495533600000,23/05/2017 10:00:00,1182,732,0.000524377101100981235504150390625
1495537200000,23/05/2017 11:00:00,1147,610,0.0004640682018361985683441162109375
1495540800000,23/05/2017 12:00:00,1224,718,0.0004796413122676312923431396484375
1495544400000,23/05/2017 13:00:00,1362,822,0.00044344176421873271465301513671875
1495548000000,23/05/2017 14:00:00,1353,808,0.00044170962064526975154876708984375
1495551600000,23/05/2017 15:00:00,1564,906,0.0003706230781972408294677734375
1495555200000,23/05/2017 16:00:00,1533,866,0.0003687372081913053989410400390625
1495558800000,23/05/2017 17:00:00,1541,1110,0.00046773473150096833705902099609375
1495562400000,23/05/2017 18:00:00,1612,1274,0.0004905788809992372989654541015625
1495566000000,23/05/2017 19:00:00,1666,1138,0.00041025420068763196468353271484375
1495569600000,23/05/2017 20:00:00,1572,1088,0.000440555042587220668792724609375
1495573200000,23/05/2017 21:00:00,1634,1036,0.00038825898081995546817779541015625
1495576800000,23/05/2017 22:00:00,1820,1260,0.0003805979504249989986419677734375
1495580400000,23/05/2017 23:00:00,1558,1086,0.00044768626685254275798797607421875
1495584000000,24/05/2017 00:00:00,1578,1134,0.00045569511712528765201568603515625
1495587600000,24/05/2017 01:00:00,1175,770,0.0005581934819929301738739013671875
1495591200000,24/05/2017 02:00:00,988,692,0.0007096300250850617885589599609375
1495594800000,24/05/2017 03:00:00,646,384,0.0009215926402248442173004150390625
1495598400000,24/05/2017 04:00:00,584,300,0.0008811297011561691761016845703125
1495602000000,24/05/2017 05:00:00,620,300,0.0007816978613846004009246826171875
1495605600000,24/05/2017 06:00:00,464,272,0.0012661055661737918853759765625
1495609200000,24/05/2017 07:00:00,384,182,0.001237489166669547557830810546875
1495612800000,24/05/2017 08:00:00,577,282,0.00084849796257913112640380859375
1495616400000,24/05/2017 09:00:00,828,434,0.000633802381344139575958251953125
1495620000000,24/05/2017 10:00:00,1023,598,0.000571971875615417957305908203125
1495623600000,24/05/2017 11:00:00,1179,676,0.00048672943376004695892333984375
1495627200000,24/05/2017 12:00:00,1340,848,0.00047261823783628642559051513671875
1495630800000,24/05/2017 13:00:00,1469,938,0.00043496568105183541774749755859375
1495634400000,24/05/2017 14:00:00,1563,1004,0.00041123843402601778507232666015625
1495638000000,24/05/2017 15:00:00,1540,1040,0.00043880744487978518009185791015625
1495641600000,24/05/2017 16:00:00,1509,1086,0.000477242632769048213958740234375
1495645200000,24/05/2017 17:00:00,1490,1084,0.0004885942325927317142486572265625
1495648800000,24/05/2017 18:00:00,1589,1090,0.00043196851038374006748199462890625
1495652400000,24/05/2017 19:00:00,1407,984,0.000497411354444921016693115234375
1495656000000,24/05/2017 20:00:00,1604,1170,0.0004550383309833705425262451171875
1495659600000,24/05/2017 21:00:00,1602,1220,0.00047567024012096226215362548828125
1495663200000,24/05/2017 22:00:00,1930,1418,0.00038087871507741510868072509765625
1495666800000,24/05/2017 23:00:00,1768,1308,0.0004186864825896918773651123046875
1495670400000,25/05/2017 00:00:00,1632,1324,0.000497409258969128131866455078125
1495674000000,25/05/2017 01:00:00,1534,1358,0.00057747378014028072357177734375
1495677600000,25/05/2017 02:00:00,1072,748,0.0006515043787658214569091796875
1495681200000,25/05/2017 03:00:00,873,592,0.0007776622078381478786468505859375
1495684800000,25/05/2017 04:00:00,681,444,0.000958797638304531574249267578125
1495688400000,25/05/2017 05:00:00,526,296,0.00107188127003610134124755859375
1495692000000,25/05/2017 06:00:00,491,296,0.00123030878603458404541015625
1495695600000,25/05/2017 07:00:00,534,346,0.0012156474404036998748779296875
1495699200000,25/05/2017 08:00:00,710,422,0.0008383162203244864940643310546875
1495702800000,25/05/2017 09:00:00,834,482,0.000693802721798419952392578125
1495706400000,25/05/2017 10:00:00,1062,654,0.00058041396550834178924560546875
1495710000000,25/05/2017 11:00:00,1229,740,0.000490322127006947994232177734375
1495713600000,25/05/2017 12:00:00,1339,816,0.00045546339242719113826751708984375
1495717200000,25/05/2017 13:00:00,1604,1036,0.00040292282938025891780853271484375
1495720800000,25/05/2017 14:00:00,1466,852,0.0003967052907682955265045166015625
1495724400000,25/05/2017 15:00:00,1539,914,0.0003861457225866615772247314453125
1495728000000,25/05/2017 16:00:00,1642,902,0.0003347532474435865879058837890625
1495731600000,25/05/2017 17:00:00,1555,1070,0.000442794640548527240753173828125
1495735200000,25/05/2017 18:00:00,1596,1080,0.00042425814899615943431854248046875
1495738800000,25/05/2017 19:00:00,1716,1100,0.0003737758961506187915802001953125
1495742400000,25/05/2017 20:00:00,1529,1142,0.0004888045950792729854583740234375
1495746000000,25/05/2017 21:00:00,1616,1252,0.00047972289030440151691436767578125
1495749600000,25/05/2017 22:00:00,1719,1246,0.0004219092079438269138336181640625
1495753200000,25/05/2017 23:00:00,1617,1120,0.00042861429392360150814056396484375
1495756800000,26/05/2017 00:00:00,1558,1108,0.000456755398772656917572021484375
1495760400000,26/05/2017 01:00:00,1575,1160,0.00046792117063887417316436767578125
1495764000000,26/05/2017 02:00:00,1230,922,0.0006099214660935103893280029296875
1495767600000,26/05/2017 03:00:00,1202,898,0.0006220550858415663242340087890625
1495771200000,26/05/2017 04:00:00,730,482,0.0009057256393134593963623046875
1495774800000,26/05/2017 05:00:00,570,248,0.0007646532612852752208709716796875
1495778400000,26/05/2017 06:00:00,518,260,0.0009708520374260842800140380859375
1495782000000,26/05/2017 07:00:00,513,272,0.00103557505644857883453369140625
1495785600000,26/05/2017 08:00:00,613,322,0.0008583096205256879329681396484375
1495789200000,26/05/2017 09:00:00,899,470,0.0005821860977448523044586181640625
1495792800000,26/05/2017 10:00:00,934,458,0.0005255777505226433277130126953125
1495796400000,26/05/2017 11:00:00,1243,760,0.0004922898369841277599334716796875
1495800000000,26/05/2017 12:00:00,1405,916,0.00046435705735348165035247802734375
1495803600000,26/05/2017 13:00:00,1454,860,0.00040706936852075159549713134765625
1495807200000,26/05/2017 14:00:00,1533,950,0.00040450386586599051952362060546875
1495810800000,26/05/2017 15:00:00,1832,1308,0.00038993652560748159885406494140625
1495814400000,26/05/2017 16:00:00,1626,1104,0.0004178257077001035213470458984375
1495818000000,26/05/2017 17:00:00,1407,872,0.00044079541112296283245086669921875
1495821600000,26/05/2017 18:00:00,1410,812,0.00040872002136893570423126220703125
1495825200000,26/05/2017 19:00:00,1397,1040,0.0005332753644324839115142822265625
1495828800000,26/05/2017 20:00:00,1547,1090,0.00045575000694952905178070068359375
1495832400000,26/05/2017 21:00:00,1647,1166,0.00043010563240386545658111572265625
1495836000000,26/05/2017 22:00:00,1605,966,0.0003752301563508808612823486328125
1495839600000,26/05/2017 23:00:00,1580,1208,0.0004842032794840633869171142578125
1495843200000,27/05/2017 00:00:00,1566,1198,0.000488821999169886112213134765625
1495846800000,27/05/2017 01:00:00,1409,1148,0.00057866633869707584381103515625
1495850400000,27/05/2017 02:00:00,1135,812,0.0006308805313892662525177001953125
1495854000000,27/05/2017 03:00:00,840,594,0.0008428401197306811809539794921875
1495857600000,27/05/2017 04:00:00,637,306,0.00075530936010181903839111328125
1495861200000,27/05/2017 05:00:00,666,454,0.001025085221044719219207763671875
1495864800000,27/05/2017 06:00:00,507,262,0.00102127529680728912353515625
1495868400000,27/05/2017 07:00:00,456,216,0.001041064155288040637969970703125
1495872000000,27/05/2017 08:00:00,430,198,0.00107334530912339687347412109375
1495875600000,27/05/2017 09:00:00,755,420,0.00073778699152171611785888671875
1495879200000,27/05/2017 10:00:00,835,450,0.0006461896118707954883575439453125
1495882800000,27/05/2017 11:00:00,1136,664,0.0005149841890670359134674072265625
1495886400000,27/05/2017 12:00:00,1212,754,0.00051371776498854160308837890625
1495890000000,27/05/2017 13:00:00,1266,824,0.0005145208560861647129058837890625
1495893600000,27/05/2017 14:00:00,1349,1026,0.0005642161704599857330322265625
1495897200000,27/05/2017 15:00:00,1381,886,0.0004649015027098357677459716796875
1495900800000,27/05/2017 16:00:00,1274,930,0.0005734362057410180568695068359375
1495904400000,27/05/2017 17:00:00,1165,872,0.0006430394132621586322784423828125
1495908000000,27/05/2017 18:00:00,1276,896,0.0005507406895048916339874267578125
1495911600000,27/05/2017 19:00:00,1237,912,0.0005964948213659226894378662109375
1495915200000,27/05/2017 20:00:00,1413,1002,0.00050221639685332775115966796875
1495918800000,27/05/2017 21:00:00,1220,876,0.00058903428725898265838623046875
1495922400000,27/05/2017 22:00:00,1090,808,0.000680701923556625843048095703125
1495926000000,27/05/2017 23:00:00,1310,792,0.00046186413965187966823577880859375
1495929600000,28/05/2017 00:00:00,1121,738,0.00058780424296855926513671875
1495933200000,28/05/2017 01:00:00,1073,718,0.0006242088857106864452362060546875
1495936800000,28/05/2017 02:00:00,957,678,0.000741071067750453948974609375
1495940400000,28/05/2017 03:00:00,797,514,0.000810199067927896976470947265625
1495944000000,28/05/2017 04:00:00,580,350,0.001042225048877298831939697265625
1495947600000,28/05/2017 05:00:00,449,224,0.001113585778512060642242431640625
1495951200000,28/05/2017 06:00:00,336,164,0.001457000733353197574615478515625
1495954800000,28/05/2017 07:00:00,396,170,0.0010868175886571407318115234375
1495958400000,28/05/2017 08:00:00,408,176,0.001059883390553295612335205078125
1495962000000,28/05/2017 09:00:00,612,300,0.000802284921519458293914794921875
1495965600000,28/05/2017 10:00:00,775,448,0.0007468533585779368877410888671875
1495969200000,28/05/2017 11:00:00,971,650,0.0006901164888404309749603271484375
1495972800000,28/05/2017 12:00:00,991,600,0.0006115646683610975742340087890625
1495976400000,28/05/2017 13:00:00,1116,780,0.0006268383003771305084228515625
1495980000000,28/05/2017 14:00:00,1300,836,0.000495055341161787509918212890625
1495983600000,28/05/2017 15:00:00,1317,944,0.00054466607980430126190185546875
1495987200000,28/05/2017 16:00:00,1193,784,0.000551314442418515682220458984375
1495990800000,28/05/2017 17:00:00,1153,722,0.00054356991313397884368896484375
1495994400000,28/05/2017 18:00:00,1095,734,0.000612723641097545623779296875
1495998000000,28/05/2017 19:00:00,1148,776,0.0005893271300010383129119873046875
1496001600000,28/05/2017 20:00:00,1199,824,0.00057365559041500091552734375
1496005200000,28/05/2017 21:00:00,1196,908,0.000635311589576303958892822265625
1496008800000,28/05/2017 22:00:00,1206,852,0.0005862801917828619480133056640625
1496012400000,28/05/2017 23:00:00,1420,1062,0.0005270523834042251110076904296875
1496016000000,29/05/2017 00:00:00,1097,788,0.000655403942801058292388916015625
1496019600000,29/05/2017 01:00:00,921,664,0.0007836472359485924243927001953125
1496023200000,29/05/2017 02:00:00,920,622,0.0007356767891906201839447021484375
1496026800000,29/05/2017 03:00:00,611,388,0.001041023875586688518524169921875
1496030400000,29/05/2017 04:00:00,569,408,0.00126240751706063747406005859375
1496034000000,29/05/2017 05:00:00,360,180,0.001392757636494934558868408203125
1496037600000,29/05/2017 06:00:00,415,212,0.00123392115347087383270263671875
1496041200000,29/05/2017 07:00:00,349,178,0.001465599634684622287750244140625
1496044800000,29/05/2017 08:00:00,440,226,0.0011700144968926906585693359375
1496048400000,29/05/2017 09:00:00,626,366,0.00093546323478221893310546875
1496052000000,29/05/2017 10:00:00,855,578,0.00079159648157656192779541015625
1496055600000,29/05/2017 11:00:00,970,614,0.00065324013121426105499267578125
1496059200000,29/05/2017 12:00:00,1107,612,0.0004998603253625333309173583984375
1496062800000,29/05/2017 13:00:00,1138,672,0.0005193576798774302005767822265625
1496066400000,29/05/2017 14:00:00,1172,640,0.00046633227611891925334930419921875
1496070000000,29/05/2017 15:00:00,1170,714,0.0005220328457653522491455078125
1496073600000,29/05/2017 16:00:00,1136,630,0.0004886144888587296009063720703125
1496077200000,29/05/2017 17:00:00,1221,780,0.0005236234865151345729827880859375
1496080800000,29/05/2017 18:00:00,1170,880,0.0006434018141590058803558349609375
1496084400000,29/05/2017 19:00:00,1193,780,0.000548501615412533283233642578125
1496088000000,29/05/2017 20:00:00,1283,1024,0.0006225657998584210872650146484375
1496091600000,29/05/2017 21:00:00,1310,982,0.00057266489602625370025634765625
1496095200000,29/05/2017 22:00:00,1293,978,0.0005854338523931801319122314453125
1496098800000,29/05/2017 23:00:00,1122,764,0.000607428140938282012939453125
1496102400000,30/05/2017 00:00:00,1054,590,0.000531597645021975040435791015625
1496106000000,30/05/2017 01:00:00,925,664,0.000776880769990384578704833984375
1496109600000,30/05/2017 02:00:00,833,616,0.0008888170705176889896392822265625
1496113200000,30/05/2017 03:00:00,694,548,0.00113943056203424930572509765625
1496116800000,30/05/2017 04:00:00,631,334,0.0008401881786994636058807373046875
1496120400000,30/05/2017 05:00:00,654,386,0.0009038500138558447360992431640625
1496124000000,30/05/2017 06:00:00,437,196,0.00102869863621890544891357421875
1496127600000,30/05/2017 07:00:00,516,214,0.0008052983903326094150543212890625
1496131200000,30/05/2017 08:00:00,630,274,0.000691447756253182888031005859375
1496134800000,30/05/2017 09:00:00,699,396,0.000811638426966965198516845703125
1496138400000,30/05/2017 10:00:00,883,418,0.0005367190460674464702606201171875
1496142000000,30/05/2017 11:00:00,1124,600,0.00047534090117551386356353759765625
1496145600000,30/05/2017 12:00:00,1062,504,0.00044729150249622762203216552734375
1496149200000,30/05/2017 13:00:00,1266,696,0.000434595276601612567901611328125
1496152800000,30/05/2017 14:00:00,1211,570,0.00038899618084542453289031982421875
1496156400000,30/05/2017 15:00:00,1309,806,0.00047074709436856210231781005859375
1496160000000,30/05/2017 16:00:00,1434,864,0.00042045392910949885845184326171875
1496163600000,30/05/2017 17:00:00,1591,864,0.000341543811373412609100341796875
1496167200000,30/05/2017 18:00:00,1453,816,0.0003867745981551706790924072265625
1496170800000,30/05/2017 19:00:00,1686,1208,0.0004252158687449991703033447265625
1496174400000,30/05/2017 20:00:00,1587,1106,0.00043941513285972177982330322265625
1496178000000,30/05/2017 21:00:00,1527,1034,0.0004437383613549172878265380859375
1496181600000,30/05/2017 22:00:00,1471,920,0.00042545908945612609386444091796875
1496185200000,30/05/2017 23:00:00,1266,806,0.0005032813060097396373748779296875
1496188800000,31/05/2017 00:00:00,1325,858,0.0004890839918516576290130615234375
1496192400000,31/05/2017 01:00:00,1091,728,0.00061218137852847576141357421875
1496196000000,31/05/2017 02:00:00,900,542,0.0006698801298625767230987548828125
1496199600000,31/05/2017 03:00:00,803,528,0.0008198681171052157878875732421875
1496203200000,31/05/2017 04:00:00,600,380,0.00105731771327555179595947265625
1496206800000,31/05/2017 05:00:00,455,248,0.001200561528094112873077392578125
1496210400000,31/05/2017 06:00:00,439,220,0.00114415283314883708953857421875
1496214000000,31/05/2017 07:00:00,581,352,0.001044572331011295318603515625
1496217600000,31/05/2017 08:00:00,733,396,0.0007380403694696724414825439453125
1496221200000,31/05/2017 09:00:00,920,574,0.0006789042963646352291107177734375
1496224800000,31/05/2017 10:00:00,1197,684,0.0004777830909006297588348388671875
1496228400000,31/05/2017 11:00:00,1281,794,0.000484240823425352573394775390625
1496232000000,31/05/2017 12:00:00,1373,834,0.00044273250387050211429595947265625
1496235600000,31/05/2017 13:00:00,1343,720,0.0003994881990365684032440185546875
1496239200000,31/05/2017 14:00:00,1420,882,0.00043772146455012261867523193359375
1496242800000,31/05/2017 15:00:00,1600,914,0.000357254524715244770050048828125
1496246400000,31/05/2017 16:00:00,1411,928,0.000466446508653461933135986328125
1496250000000,31/05/2017 17:00:00,1714,1056,0.0003596629831008613109588623046875
1496253600000,31/05/2017 18:00:00,1661,998,0.00036195354186929762363433837890625
1496257200000,31/05/2017 19:00:00,1639,1090,0.0004060071078129112720489501953125
1496260800000,31/05/2017 20:00:00,1522,956,0.00041296574636362493038177490234375
1496264400000,31/05/2017 21:00:00,1427,954,0.0004688186454586684703826904296875
1496268000000,31/05/2017 22:00:00,1460,960,0.00045067458995617926120758056640625
1496271600000,31/05/2017 23:00:00,1542,1060,0.00044608625466935336589813232421875
1496275200000,01/06/2017 00:00:00,1324,880,0.0005023828707635402679443359375
1496278800000,01/06/2017 01:00:00,1353,1018,0.0005565104074776172637939453125
1496282400000,01/06/2017 02:00:00,1069,778,0.0006814447115175426006317138671875
1496286000000,01/06/2017 03:00:00,820,518,0.000771315419115126132965087890625
1496289600000,01/06/2017 04:00:00,672,446,0.000989106483757495880126953125
1496293200000,01/06/2017 05:00:00,503,336,0.001330661471001803874969482421875
1496296800000,01/06/2017 06:00:00,558,350,0.001126104383729398250579833984375
1496300400000,01/06/2017 07:00:00,455,242,0.001171515672467648983001708984375
1496304000000,01/06/2017 08:00:00,706,362,0.0007273019291460514068603515625
1496307600000,01/06/2017 09:00:00,837,458,0.000654536299407482147216796875
1496311200000,01/06/2017 10:00:00,1069,626,0.0005483090062625706195831298828125
1496314800000,01/06/2017 11:00:00,1178,672,0.00048467153101228177547454833984375
1496318400000,01/06/2017 12:00:00,1324,740,0.0004224583390168845653533935546875
1496322000000,01/06/2017 13:00:00,1404,814,0.00041323740151710808277130126953125
1496325600000,01/06/2017 14:00:00,1523,940,0.0004055209574289619922637939453125
1496329200000,01/06/2017 15:00:00,1616,796,0.00030499952845275402069091796875
1496332800000,01/06/2017 16:00:00,1595,1050,0.00041299071745015680789947509765625
1496336400000,01/06/2017 17:00:00,1804,1074,0.0003301961696706712245941162109375
1496340000000,01/06/2017 18:00:00,2033,1422,0.00034422191674821078777313232421875
1496343600000,01/06/2017 19:00:00,1994,1410,0.00035480249789543449878692626953125
1496347200000,01/06/2017 20:00:00,1831,1300,0.00038797516026534140110015869140625
1496350800000,01/06/2017 21:00:00,1855,1420,0.00041289030923508107662200927734375
1496354400000,01/06/2017 22:00:00,2001,1316,0.00032883559470064938068389892578125
1496358000000,01/06/2017 23:00:00,1533,1152,0.0004905141540803015232086181640625
1496361600000,02/06/2017 00:00:00,1506,1066,0.00047032246948219835758209228515625
1496365200000,02/06/2017 01:00:00,1289,958,0.000577027793042361736297607421875
1496368800000,02/06/2017 02:00:00,1105,832,0.00068201194517314434051513671875
1496372400000,02/06/2017 03:00:00,998,728,0.000731653883121907711029052734375
1496376000000,02/06/2017 04:00:00,779,598,0.000986697734333574771881103515625
1496379600000,02/06/2017 05:00:00,767,504,0.0008578402339480817317962646484375
1496383200000,02/06/2017 06:00:00,637,302,0.000745436060242354869842529296875
1496386800000,02/06/2017 07:00:00,640,268,0.000655320822261273860931396484375
1496390400000,02/06/2017 08:00:00,764,406,0.0006964791682548820972442626953125
1496394000000,02/06/2017 09:00:00,998,588,0.000590951181948184967041015625
1496397600000,02/06/2017 10:00:00,1307,754,0.00044172559864819049835205078125
1496401200000,02/06/2017 11:00:00,1490,880,0.0003966447548009455204010009765625
1496404800000,02/06/2017 12:00:00,1677,1108,0.0003942145849578082561492919921875
1496408400000,02/06/2017 13:00:00,1812,1144,0.000348617671988904476165771484375
1496412000000,02/06/2017 14:00:00,1774,1170,0.00037198336212895810604095458984375
1496415600000,02/06/2017 15:00:00,1792,1194,0.00037202381645329296588897705078125
1496419200000,02/06/2017 16:00:00,1951,1434,0.0003769270260818302631378173828125
1496422800000,02/06/2017 17:00:00,2003,1460,0.00036408923915587365627288818359375
1496426400000,02/06/2017 18:00:00,1842,1400,0.0004128427244722843170166015625
1496430000000,02/06/2017 19:00:00,1851,1322,0.00038605867302976548671722412109375
1496433600000,02/06/2017 20:00:00,1790,1268,0.00039596416172571480274200439453125
1496437200000,02/06/2017 21:00:00,1579,1064,0.00042702420614659786224365234375
1496440800000,02/06/2017 22:00:00,1553,1112,0.0004613617784343659877777099609375
1496444400000,02/06/2017 23:00:00,1479,1056,0.00048308252007700502872467041015625
1496448000000,03/06/2017 00:00:00,1353,886,0.00048434993368573486804962158203125
1496451600000,03/06/2017 01:00:00,1107,710,0.0005799033096991479396820068359375
1496455200000,03/06/2017 02:00:00,1041,686,0.0006336363148875534534454345703125
1496458800000,03/06/2017 03:00:00,850,514,0.00071225664578378200531005859375
1496462400000,03/06/2017 04:00:00,833,526,0.0007589574088342487812042236328125
1496466000000,03/06/2017 05:00:00,803,568,0.000881979358382523059844970703125
1496469600000,03/06/2017 06:00:00,679,388,0.0008428149740211665630340576171875
1496473200000,03/06/2017 07:00:00,642,462,0.001122661749832332134246826171875
1496476800000,03/06/2017 08:00:00,931,642,0.0007414850406348705291748046875
1496480400000,03/06/2017 09:00:00,1185,876,0.000624358537606894969940185546875
1496484000000,03/06/2017 10:00:00,1289,874,0.0005264324718154966831207275390625
1496487600000,03/06/2017 11:00:00,1452,1070,0.00050786673091351985931396484375
1496491200000,03/06/2017 12:00:00,1531,1138,0.0004858202883042395114898681640625
1496494800000,03/06/2017 13:00:00,1767,1314,0.00042108338675461709499359130859375
1496498400000,03/06/2017 14:00:00,1713,1230,0.00041941503877751529216766357421875
1496502000000,03/06/2017 15:00:00,1631,1072,0.0004032303695566952228546142578125
1496505600000,03/06/2017 16:00:00,1646,1086,0.0004010828561149537563323974609375
1496509200000,03/06/2017 17:00:00,1620,1094,0.00041711467201821506023406982421875
1496512800000,03/06/2017 18:00:00,1606,1244,0.0004826138610951602458953857421875
1496516400000,03/06/2017 19:00:00,1738,1298,0.00042995708645321428775787353515625
1496520000000,03/06/2017 20:00:00,2008,1296,0.00032158361864276230335235595703125
1496523600000,03/06/2017 21:00:00,2109,1438,0.0003234533942304551601409912109375
1496527200000,03/06/2017 22:00:00,1896,1350,0.000375738949514925479888916015625
1496530800000,03/06/2017 23:00:00,1862,1382,0.00039882466080598533153533935546875
1496534400000,04/06/2017 00:00:00,1713,1256,0.00042828070581890642642974853515625
1496538000000,04/06/2017 01:00:00,1539,1158,0.000489230616949498653411865234375
1496541600000,04/06/2017 02:00:00,1227,812,0.00053978525102138519287109375
1496545200000,04/06/2017 03:00:00,1160,812,0.0006039689178578555583953857421875
1496548800000,04/06/2017 04:00:00,959,580,0.0006313117337413132190704345703125
1496552400000,04/06/2017 05:00:00,871,614,0.0008102722349576652050018310546875
1496556000000,04/06/2017 06:00:00,823,484,0.00071544083766639232635498046875
1496559600000,04/06/2017 07:00:00,920,536,0.00063395942561328411102294921875
1496563200000,04/06/2017 08:00:00,1023,634,0.0006064049084670841693878173828125
1496566800000,04/06/2017 09:00:00,1352,880,0.0004817820736207067966461181640625
1496570400000,04/06/2017 10:00:00,1554,1122,0.00046491160173900425434112548828125
1496574000000,04/06/2017 11:00:00,1686,1242,0.00043718385859392583370208740234375
1496577600000,04/06/2017 12:00:00,1852,1462,0.00042648127418942749500274658203125
1496581200000,04/06/2017 13:00:00,2118,1438,0.00032070968882180750370025634765625
1496584800000,04/06/2017 14:00:00,1936,1444,0.00038546137511730194091796875
1496588400000,04/06/2017 15:00:00,2256,1758,0.0003455677651800215244293212890625
1496592000000,04/06/2017 16:00:00,2348,1832,0.0003324407734908163547515869140625
1496595600000,04/06/2017 17:00:00,2115,1548,0.00034622274688445031642913818359375
1496599200000,04/06/2017 18:00:00,2012,1502,0.00037121874629519879817962646484375
1496602800000,04/06/2017 19:00:00,1953,1392,0.0003651381121017038822174072265625
1496606400000,04/06/2017 20:00:00,1841,1252,0.00036960063152946531772613525390625
1496610000000,04/06/2017 21:00:00,1647,1286,0.00047437034663744270801544189453125
1496613600000,04/06/2017 22:00:00,1597,1164,0.000456683337688446044921875
1496617200000,04/06/2017 23:00:00,1385,974,0.00050812796689569950103759765625
1496620800000,05/06/2017 00:00:00,1219,834,0.0005617137649096548557281494140625
1496624400000,05/06/2017 01:00:00,1085,676,0.0005747615359723567962646484375
1496628000000,05/06/2017 02:00:00,987,628,0.0006453057867474853992462158203125
1496631600000,05/06/2017 03:00:00,953,620,0.000683379359543323516845703125
1496635200000,05/06/2017 04:00:00,961,610,0.0006612035795114934444427490234375
1496638800000,05/06/2017 05:00:00,1009,754,0.0007413437706418335437774658203125
1496642400000,05/06/2017 06:00:00,987,638,0.000655581359751522541046142578125
1496646000000,05/06/2017 07:00:00,1179,728,0.0005241701728664338588714599609375
1496649600000,05/06/2017 08:00:00,1254,784,0.000498962006531655788421630859375
1496653200000,05/06/2017 09:00:00,1547,1068,0.00044655139208771288394927978515625
1496656800000,05/06/2017 10:00:00,1681,986,0.0003491402603685855865478515625
1496660400000,05/06/2017 11:00:00,1731,1092,0.000364652718417346477508544921875
1496664000000,05/06/2017 12:00:00,1735,1140,0.0003789276233874261379241943359375
